CustomerID,FirstName,LastName,Email,Phone,City,State,Segment,JoinDate,Status
CUST000044,Karan,Iyer,karan.iyer44@mail.com,9907308348,Chennai,Tamil Nadu,Retail,10-01-2024,Inactive
CUST000045,Ananya,Verma,ananya.verma45@mail.com,9643189555,Bengaluru,Karnataka,SMB,15-05-2024,Inactive
CUST000046,Rohit,Reddy,rohit.reddy46@mail.com,9406002884,Chennai,Tamil Nadu,Corporate,24-03-2025,Inactive
CUST000047,Aarav,Yadav,aarav.yadav47@mail.com,9812308209,Pune,Maharashtra,Retail,17-05-2024,Inactive
CUST000048,Ananya,Verma,ananya.verma48@mail.com,9392431670,Delhi,Delhi,SMB,11-09-2025,Active
CUST000049,Isha,Reddy,isha.reddy49@mail.com,9642678844,Pune,Maharashtra,Enterprise,14-09-2024,Active
CUST000050,Rohit,Yadav,rohit.yadav50@mail.com,9990505735,Kolkata,West Bengal,SMB,15-02-2024,Active
CUST000051,Isha,Patel,isha.patel51@mail.com,9273497327,Pune,Maharashtra,Enterprise,18-07-2025,Inactive
CUST000052,Aarav,Verma,aarav.verma52@mail.com,9841976666,Mumbai,Maharashtra,Corporate,12-07-2025,Active
CUST000053,Meera,Das,meera.das53@mail.com,9561479973,Delhi,Delhi,Corporate,12-02-2024,Inactive
CUST000054,Meera,Sharma,meera.sharma54@mail.com,9325567963,Chennai,Tamil Nadu,Corporate,13-11-2025,Active
CUST000055,Meera,Kumar,meera.kumar55@mail.com,9766430218,Kolkata,West Bengal,Corporate,30-08-2024,Active
CUST000056,Rahul,Nair,rahul.nair56@mail.com,9292587044,Hyderabad,Telangana,SMB,25-02-2025,Active
CUST000057,Neha,Patel,neha.patel57@mail.com,9510751046,Mumbai,Maharashtra,Retail,26-04-2025,Active
CUST000058,Sneha,Iyer,sneha.iyer58@mail.com,9427696198,Chennai,Tamil Nadu,Corporate,16-08-2024,Active
CUST000059,Sneha,Nair,sneha.nair59@mail.com,9399147754,Chennai,Tamil Nadu,Retail,12-10-2024,Inactive
CUST000060,Aditya,Yadav,aditya.yadav60@mail.com,9129635852,Chennai,Tamil Nadu,Retail,24-09-2024,Active
CUST000061,Neha,Sharma,neha.sharma61@mail.com,9740563507,Mumbai,Maharashtra,Enterprise,19-12-2024,Inactive
CUST000062,Riya,Das,riya.das62@mail.com,9513600440,Mumbai,Maharashtra,Corporate,17-09-2024,Active
CUST000063,Riya,Sharma,riya.sharma63@mail.com,9491079829,Bengaluru,Karnataka,Enterprise,12-03-2024,Inactive
CUST000064,Isha,Yadav,isha.yadav64@mail.com,9872830248,Mumbai,Maharashtra,SMB,03-06-2025,Inactive
CUST000065,Riya,Gupta,riya.gupta65@mail.com,9848621833,Kolkata,West Bengal,SMB,21-07-2025,Active
CUST000066,Sneha,Nair,sneha.nair66@mail.com,9827264603,Kolkata,West Bengal,Corporate,22-09-2025,Inactive
CUST000067,Aditya,Kumar,aditya.kumar67@mail.com,9426283245,Hyderabad,Telangana,SMB,03-08-2024,Inactive
CUST000068,Isha,Iyer,isha.iyer68@mail.com,9574765466,Ahmedabad,Gujarat,Corporate,07-06-2025,Inactive
CUST000069,Rahul,Yadav,rahul.yadav69@mail.com,9404713332,Mumbai,Maharashtra,SMB,05-04-2024,Active
CUST000070,Karan,Reddy,karan.reddy70@mail.com,9258220114,Bengaluru,Karnataka,Retail,17-02-2024,Active
CUST000071,Pooja,Das,pooja.das71@mail.com,9588999385,Mumbai,Maharashtra,Enterprise,06-10-2025,Active
CUST000072,Aditya,Iyer,aditya.iyer72@mail.com,9361976301,Kolkata,West Bengal,Corporate,02-11-2025,Active
CUST000073,Ananya,Nair,ananya.nair73@mail.com,9288856883,Bengaluru,Karnataka,Enterprise,21-02-2024,Active
CUST000074,Ananya,Iyer,ananya.iyer74@mail.com,9960514523,Delhi,Delhi,Enterprise,14-11-2025,Inactive
CUST000075,Sanjay,Das,sanjay.das75@mail.com,9991816852,Kolkata,West Bengal,Enterprise,11-06-2024,Inactive
CUST000076,Sanjay,Singh,sanjay.singh76@mail.com,9784683755,Bengaluru,Karnataka,SMB,17-06-2025,Inactive
CUST000077,Arjun,Singh,arjun.singh77@mail.com,9183197117,Ahmedabad,Gujarat,SMB,28-08-2024,Inactive
CUST000078,Isha,Gupta,isha.gupta78@mail.com,9248578017,Mumbai,Maharashtra,Corporate,24-08-2024,Inactive
CUST000079,Priya,Joshi,priya.joshi79@mail.com,9168965204,Bengaluru,Karnataka,Enterprise,21-02-2025,Inactive
CUST000080,Sanjay,Nair,sanjay.nair80@mail.com,9322086735,Hyderabad,Telangana,Enterprise,02-02-2025,Active
CUST000081,Aditya,Iyer,aditya.iyer81@mail.com,9477698143,Hyderabad,Telangana,SMB,03-02-2025,Inactive
CUST000082,Arjun,Iyer,arjun.iyer82@mail.com,9393062061,Bengaluru,Karnataka,Enterprise,12-05-2025,Active
CUST000083,Aditya,Gupta,aditya.gupta83@mail.com,9877583839,Kolkata,West Bengal,Corporate,23-04-2025,Active
CUST000084,Aarav,Nair,aarav.nair84@mail.com,9190137896,Hyderabad,Telangana,Enterprise,18-05-2024,Inactive
CUST000085,Rahul,Sharma,rahul.sharma85@mail.com,9507059676,Pune,Maharashtra,SMB,04-08-2024,Inactive
CUST000086,Isha,Gupta,isha.gupta86@mail.com,9398775766,Kolkata,West Bengal,Enterprise,15-09-2024,Active
CUST000087,Pooja,Sharma,pooja.sharma87@mail.com,9475767056,Hyderabad,Telangana,Corporate,27-10-2025,Active
CUST000088,Vivaan,Sharma,vivaan.sharma88@mail.com,9314061901,Bengaluru,Karnataka,Retail,28-09-2025,Active
CUST000089,Arjun,Patel,arjun.patel89@mail.com,9818825964,Ahmedabad,Gujarat,Retail,31-07-2025,Active
CUST000090,Sanjay,Joshi,sanjay.joshi90@mail.com,9923450567,Pune,Maharashtra,SMB,20-06-2024,Active
CUST000091,Rahul,Singh,rahul.singh91@mail.com,9721358005,Mumbai,Maharashtra,Retail,15-11-2024,Inactive
CUST000092,Aditya,Joshi,aditya.joshi92@mail.com,9181600593,Bengaluru,Karnataka,Corporate,14-04-2024,Inactive
CUST000093,Ananya,Das,ananya.das93@mail.com,9472807202,Hyderabad,Telangana,Enterprise,08-11-2025,Inactive
CUST000094,Rohit,Kumar,rohit.kumar94@mail.com,9113585139,Chennai,Tamil Nadu,Enterprise,16-05-2025,Active
CUST000095,Riya,Gupta,riya.gupta95@mail.com,9859466878,Ahmedabad,Gujarat,Corporate,21-03-2025,Active
CUST000096,Neha,Das,neha.das96@mail.com,9599154414,Ahmedabad,Gujarat,Enterprise,29-08-2025,Inactive
CUST000097,Isha,Reddy,isha.reddy97@mail.com,9399496923,Mumbai,Maharashtra,Enterprise,06-09-2024,Inactive
CUST000098,Aditya,Gupta,aditya.gupta98@mail.com,9630757561,Hyderabad,Telangana,SMB,05-07-2024,Inactive
CUST000099,Sneha,Gupta,sneha.gupta99@mail.com,9465436049,Pune,Maharashtra,SMB,02-09-2025,Inactive
CUST000100,Aarav,Kumar,aarav.kumar100@mail.com,9191926217,Bengaluru,Karnataka,Corporate,20-02-2025,Inactive
CUST000101,Arjun,Joshi,arjun.joshi101@mail.com,9793532952,Ahmedabad,Gujarat,Enterprise,03-04-2025,Active
CUST000102,Rohit,Singh,rohit.singh102@mail.com,9534222401,Bengaluru,Karnataka,Corporate,09-11-2024,Inactive
CUST000103,Pooja,Kumar,pooja.kumar103@mail.com,9556881239,Chennai,Tamil Nadu,SMB,26-12-2024,Inactive
CUST000104,Neha,Singh,neha.singh104@mail.com,9347538338,Pune,Maharashtra,Retail,16-07-2024,Inactive
CUST000105,Ananya,Joshi,ananya.joshi105@mail.com,9305665554,Delhi,Delhi,Corporate,10-05-2025,Inactive
CUST000106,Karan,Verma,karan.verma106@mail.com,9418092217,Bengaluru,Karnataka,Corporate,04-01-2025,Active
CUST000107,Karan,Sharma,karan.sharma107@mail.com,9394539550,Delhi,Delhi,Retail,25-02-2024,Inactive
CUST000108,Priya,Yadav,priya.yadav108@mail.com,9210152642,Ahmedabad,Gujarat,Retail,10-08-2025,Inactive
CUST000109,Pooja,Iyer,pooja.iyer109@mail.com,9465830215,Ahmedabad,Gujarat,Corporate,22-02-2024,Inactive
CUST000110,Pooja,Verma,pooja.verma110@mail.com,9530256336,Mumbai,Maharashtra,Enterprise,16-03-2024,Active
CUST000111,Priya,Patel,priya.patel111@mail.com,9191462297,Pune,Maharashtra,Corporate,01-05-2024,Inactive
CUST000112,Arjun,Kumar,arjun.kumar112@mail.com,9583736219,Kolkata,West Bengal,Enterprise,31-10-2024,Inactive
CUST000113,Karan,Das,karan.das113@mail.com,9754586204,Hyderabad,Telangana,Retail,31-07-2024,Active
CUST000114,Neha,Yadav,neha.yadav114@mail.com,9268638768,Mumbai,Maharashtra,Corporate,26-06-2024,Active
CUST000115,Rahul,Sharma,rahul.sharma115@mail.com,9583724666,Kolkata,West Bengal,Enterprise,25-10-2024,Active
CUST000116,Arjun,Singh,arjun.singh116@mail.com,9854827139,Pune,Maharashtra,Enterprise,13-03-2024,Active
CUST000117,Neha,Yadav,neha.yadav117@mail.com,9556489494,Bengaluru,Karnataka,Retail,11-07-2025,Active
CUST000118,Priya,Singh,priya.singh118@mail.com,9176675731,Delhi,Delhi,Retail,18-06-2024,Inactive
CUST000119,Karan,Iyer,karan.iyer119@mail.com,9603260608,Mumbai,Maharashtra,SMB,16-02-2025,Inactive
CUST000120,Pooja,Iyer,pooja.iyer120@mail.com,9742136977,Mumbai,Maharashtra,Retail,18-03-2025,Inactive
CUST000121,Neha,Sharma,neha.sharma121@mail.com,9345805719,Mumbai,Maharashtra,Retail,19-11-2025,Inactive
CUST000122,Vivaan,Patel,vivaan.patel122@mail.com,9657233178,Ahmedabad,Gujarat,Enterprise,11-10-2024,Active
CUST000123,Riya,Yadav,riya.yadav123@mail.com,9197970787,Ahmedabad,Gujarat,Enterprise,22-12-2024,Inactive
CUST000124,Isha,Gupta,isha.gupta124@mail.com,9272684373,Mumbai,Maharashtra,SMB,25-02-2025,Inactive
CUST000125,Karan,Yadav,karan.yadav125@mail.com,9973559879,Kolkata,West Bengal,Retail,10-04-2025,Active
CUST000126,Isha,Singh,isha.singh126@mail.com,9224469868,Chennai,Tamil Nadu,Enterprise,10-06-2025,Active
CUST000127,Sanjay,Nair,sanjay.nair127@mail.com,9301415220,Hyderabad,Telangana,SMB,29-09-2025,Inactive
CUST000128,Sanjay,Sharma,sanjay.sharma128@mail.com,9386749454,Bengaluru,Karnataka,Corporate,21-10-2024,Inactive
CUST000129,Pooja,Verma,pooja.verma129@mail.com,9776481264,Hyderabad,Telangana,Corporate,11-06-2024,Inactive
CUST000130,Aarav,Kumar,aarav.kumar130@mail.com,9200082623,Kolkata,West Bengal,Corporate,26-04-2024,Inactive
CUST000131,Ananya,Yadav,ananya.yadav131@mail.com,9635126623,Delhi,Delhi,SMB,05-06-2025,Inactive
CUST000132,Riya,Iyer,riya.iyer132@mail.com,9361704064,Ahmedabad,Gujarat,Enterprise,18-07-2025,Active
CUST000133,Aditya,Reddy,aditya.reddy133@mail.com,9174958005,Delhi,Delhi,SMB,28-02-2025,Inactive
CUST000134,Neha,Sharma,neha.sharma134@mail.com,9879591310,Pune,Maharashtra,SMB,24-08-2025,Inactive
CUST000135,Priya,Iyer,priya.iyer135@mail.com,9470574014,Ahmedabad,Gujarat,SMB,19-07-2025,Inactive
CUST000136,Sanjay,Gupta,sanjay.gupta136@mail.com,9848933239,Bengaluru,Karnataka,Corporate,08-08-2025,Inactive
CUST000137,Arjun,Nair,arjun.nair137@mail.com,9441639230,Hyderabad,Telangana,Enterprise,25-01-2025,Inactive
CUST000138,Priya,Iyer,priya.iyer138@mail.com,9235555899,Hyderabad,Telangana,SMB,12-04-2024,Inactive
CUST000139,Ananya,Kumar,ananya.kumar139@mail.com,9116479358,Ahmedabad,Gujarat,Corporate,23-02-2025,Active
CUST000140,Rohit,Iyer,rohit.iyer140@mail.com,9463527356,Pune,Maharashtra,Enterprise,27-10-2025,Active
CUST000141,Isha,Yadav,isha.yadav141@mail.com,9440012324,Kolkata,West Bengal,Enterprise,08-07-2025,Active
CUST000142,Rohit,Reddy,rohit.reddy142@mail.com,9344261532,Pune,Maharashtra,Retail,20-03-2025,Active
CUST000143,Ananya,Iyer,ananya.iyer143@mail.com,9845178074,Delhi,Delhi,SMB,30-01-2024,Active
CUST000144,Isha,Sharma,isha.sharma144@mail.com,9484897084,Pune,Maharashtra,SMB,17-03-2025,Active
CUST000145,Arjun,Kumar,arjun.kumar145@mail.com,9707660630,Kolkata,West Bengal,Corporate,23-06-2024,Active
CUST000146,Rohit,Das,rohit.das146@mail.com,9765408938,Kolkata,West Bengal,Corporate,24-05-2025,Active
CUST000147,Arjun,Iyer,arjun.iyer147@mail.com,9593460064,Pune,Maharashtra,SMB,13-11-2025,Active
CUST000148,Sanjay,Singh,sanjay.singh148@mail.com,9179308612,Delhi,Delhi,Enterprise,19-12-2024,Inactive
CUST000149,Riya,Joshi,riya.joshi149@mail.com,9590523712,Pune,Maharashtra,SMB,22-07-2024,Inactive
CUST000150,Pooja,Verma,pooja.verma150@mail.com,9509486794,Bengaluru,Karnataka,SMB,11-08-2025,Inactive
CUST000151,Karan,Sharma,karan.sharma151@mail.com,9394721069,Kolkata,West Bengal,Retail,02-08-2025,Active
CUST000152,Pooja,Singh,pooja.singh152@mail.com,9751831074,Bengaluru,Karnataka,SMB,12-08-2024,Active
CUST000153,Neha,Yadav,neha.yadav153@mail.com,9774576271,Delhi,Delhi,Retail,04-10-2025,Active
CUST000154,Karan,Iyer,karan.iyer154@mail.com,9722312633,Hyderabad,Telangana,SMB,14-05-2024,Active
CUST000155,Karan,Gupta,karan.gupta155@mail.com,9288592093,Kolkata,West Bengal,Corporate,15-05-2024,Inactive
CUST000156,Neha,Patel,neha.patel156@mail.com,9985503942,Pune,Maharashtra,Enterprise,29-10-2024,Inactive
CUST000157,Ananya,Iyer,ananya.iyer157@mail.com,9251136695,Mumbai,Maharashtra,Corporate,23-11-2025,Inactive
CUST000158,Meera,Verma,meera.verma158@mail.com,9114945047,Kolkata,West Bengal,SMB,03-07-2025,Active
CUST000159,Sanjay,Gupta,sanjay.gupta159@mail.com,9727666622,Pune,Maharashtra,Enterprise,15-10-2025,Inactive
CUST000160,Ananya,Yadav,ananya.yadav160@mail.com,9606244434,Bengaluru,Karnataka,Retail,26-09-2025,Inactive
CUST000161,Arjun,Yadav,arjun.yadav161@mail.com,9782259766,Mumbai,Maharashtra,Enterprise,05-11-2024,Inactive
CUST000162,Ananya,Patel,ananya.patel162@mail.com,9139956218,Hyderabad,Telangana,SMB,19-05-2025,Active
CUST000163,Ananya,Reddy,ananya.reddy163@mail.com,9517305280,Delhi,Delhi,Enterprise,14-01-2025,Inactive
CUST000164,Priya,Nair,priya.nair164@mail.com,9995171130,Mumbai,Maharashtra,Enterprise,22-09-2025,Inactive
CUST000165,Neha,Sharma,neha.sharma165@mail.com,9333291547,Chennai,Tamil Nadu,Enterprise,31-03-2025,Active
CUST000166,Meera,Verma,meera.verma166@mail.com,9684615760,Chennai,Tamil Nadu,SMB,03-03-2024,Inactive
CUST000167,Neha,Reddy,neha.reddy167@mail.com,9984968439,Mumbai,Maharashtra,Enterprise,03-04-2024,Active
CUST000168,Aarav,Sharma,aarav.sharma168@mail.com,9361530104,Chennai,Tamil Nadu,Corporate,01-08-2025,Active
CUST000169,Rohit,Kumar,rohit.kumar169@mail.com,9729624046,Bengaluru,Karnataka,Corporate,26-08-2024,Inactive
CUST000170,Priya,Das,priya.das170@mail.com,9397721596,Hyderabad,Telangana,Corporate,13-05-2024,Inactive
CUST000171,Rahul,Verma,rahul.verma171@mail.com,9241522640,Hyderabad,Telangana,Retail,01-01-2025,Active
CUST000172,Isha,Sharma,isha.sharma172@mail.com,9384936197,Delhi,Delhi,Retail,09-05-2024,Inactive
CUST000173,Ananya,Joshi,ananya.joshi173@mail.com,9611365210,Mumbai,Maharashtra,Enterprise,05-01-2025,Active
CUST000174,Sanjay,Kumar,sanjay.kumar174@mail.com,9760465943,Bengaluru,Karnataka,Retail,05-11-2025,Inactive
CUST000175,Sanjay,Yadav,sanjay.yadav175@mail.com,9165310776,Hyderabad,Telangana,Enterprise,15-02-2025,Inactive
CUST000176,Ananya,Iyer,ananya.iyer176@mail.com,9178910051,Ahmedabad,Gujarat,Retail,25-11-2024,Active
CUST000177,Rohit,Patel,rohit.patel177@mail.com,9770355806,Pune,Maharashtra,SMB,25-01-2025,Inactive
CUST000178,Sanjay,Kumar,sanjay.kumar178@mail.com,9206492059,Kolkata,West Bengal,Retail,01-11-2025,Active
CUST000179,Riya,Iyer,riya.iyer179@mail.com,9544328940,Bengaluru,Karnataka,SMB,09-04-2025,Inactive
CUST000180,Riya,Joshi,riya.joshi180@mail.com,9435596237,Mumbai,Maharashtra,Enterprise,16-11-2024,Inactive
CUST000181,Meera,Patel,meera.patel181@mail.com,9172083844,Ahmedabad,Gujarat,Retail,28-03-2024,Active
CUST000182,Riya,Verma,riya.verma182@mail.com,9971630639,Chennai,Tamil Nadu,Corporate,23-07-2025,Active
CUST000183,Isha,Yadav,isha.yadav183@mail.com,9541102414,Mumbai,Maharashtra,SMB,12-11-2025,Inactive
CUST000184,Vivaan,Singh,vivaan.singh184@mail.com,9477577220,Pune,Maharashtra,Retail,14-08-2025,Active
CUST000185,Priya,Yadav,priya.yadav185@mail.com,9340781088,Ahmedabad,Gujarat,Retail,24-12-2024,Inactive
CUST000186,Ananya,Singh,ananya.singh186@mail.com,9966747347,Bengaluru,Karnataka,Enterprise,28-07-2025,Active
CUST000187,Neha,Sharma,neha.sharma187@mail.com,9393421844,Delhi,Delhi,SMB,13-12-2024,Inactive
CUST000188,Aarav,Patel,aarav.patel188@mail.com,9708082645,Delhi,Delhi,Enterprise,12-03-2024,Active
CUST000189,Aarav,Verma,aarav.verma189@mail.com,9503935666,Bengaluru,Karnataka,Enterprise,09-04-2025,Inactive
CUST000190,Rahul,Gupta,rahul.gupta190@mail.com,9874807770,Pune,Maharashtra,SMB,04-08-2025,Active
CUST000191,Vivaan,Patel,vivaan.patel191@mail.com,9910069356,Delhi,Delhi,Retail,21-11-2025,Active
CUST000192,Neha,Iyer,neha.iyer192@mail.com,9621475287,Kolkata,West Bengal,Enterprise,28-02-2025,Inactive
CUST000193,Sneha,Kumar,sneha.kumar193@mail.com,9470626529,Mumbai,Maharashtra,Enterprise,23-04-2024,Inactive
CUST000194,Pooja,Kumar,pooja.kumar194@mail.com,9148766522,Pune,Maharashtra,Corporate,08-02-2025,Active
CUST000195,Aarav,Reddy,aarav.reddy195@mail.com,9326810757,Pune,Maharashtra,Corporate,18-09-2024,Inactive
CUST000196,Isha,Verma,isha.verma196@mail.com,9634063428,Hyderabad,Telangana,Enterprise,28-06-2024,Active
CUST000197,Aditya,Kumar,aditya.kumar197@mail.com,9637152602,Bengaluru,Karnataka,SMB,14-03-2024,Inactive
CUST000198,Vivaan,Nair,vivaan.nair198@mail.com,9593657365,Hyderabad,Telangana,Retail,16-11-2024,Inactive
CUST000199,Aditya,Joshi,aditya.joshi199@mail.com,9410864588,Kolkata,West Bengal,Retail,18-02-2025,Active
CUST000200,Isha,Patel,isha.patel200@mail.com,9993381017,Ahmedabad,Gujarat,SMB,31-03-2024,Inactive
CUST000201,Ananya,Reddy,ananya.reddy201@mail.com,9732295732,Kolkata,West Bengal,Enterprise,20-06-2025,Active
CUST000202,Aditya,Singh,aditya.singh202@mail.com,9337911187,Chennai,Tamil Nadu,SMB,21-06-2024,Active
CUST000203,Ananya,Kumar,ananya.kumar203@mail.com,9933468715,Bengaluru,Karnataka,SMB,25-12-2024,Active
CUST000204,Arjun,Verma,arjun.verma204@mail.com,9374843786,Delhi,Delhi,Corporate,26-06-2024,Active
CUST000205,Rohit,Patel,rohit.patel205@mail.com,9598165815,Ahmedabad,Gujarat,Enterprise,28-11-2025,Inactive
CUST000206,Isha,Patel,isha.patel206@mail.com,9173321814,Ahmedabad,Gujarat,Enterprise,28-03-2025,Inactive
CUST000207,Neha,Das,neha.das207@mail.com,9477895080,Hyderabad,Telangana,Retail,13-11-2024,Inactive
CUST000208,Sanjay,Sharma,sanjay.sharma208@mail.com,9495928981,Hyderabad,Telangana,SMB,19-03-2024,Active
CUST000209,Aditya,Iyer,aditya.iyer209@mail.com,9582897882,Hyderabad,Telangana,Corporate,25-11-2024,Inactive
CUST000210,Priya,Sharma,priya.sharma210@mail.com,9211134294,Ahmedabad,Gujarat,SMB,27-03-2024,Active
CUST000211,Vivaan,Reddy,vivaan.reddy211@mail.com,9571825556,Ahmedabad,Gujarat,Corporate,07-01-2025,Inactive
CUST000212,Karan,Nair,karan.nair212@mail.com,9931575232,Kolkata,West Bengal,SMB,26-11-2025,Active
CUST000213,Isha,Verma,isha.verma213@mail.com,9201474984,Chennai,Tamil Nadu,Enterprise,17-10-2024,Inactive
CUST000214,Priya,Gupta,priya.gupta214@mail.com,9725711790,Mumbai,Maharashtra,Corporate,24-12-2024,Inactive
CUST000215,Aditya,Patel,aditya.patel215@mail.com,9432411019,Mumbai,Maharashtra,Enterprise,20-10-2025,Inactive
CUST000216,Priya,Yadav,priya.yadav216@mail.com,9793663866,Mumbai,Maharashtra,Enterprise,04-06-2025,Inactive
CUST000217,Aarav,Gupta,aarav.gupta217@mail.com,9293555835,Pune,Maharashtra,Corporate,15-12-2024,Inactive
CUST000218,Sneha,Reddy,sneha.reddy218@mail.com,9266371119,Delhi,Delhi,Retail,29-10-2024,Active
CUST000219,Vivaan,Yadav,vivaan.yadav219@mail.com,9922816526,Chennai,Tamil Nadu,Corporate,03-09-2025,Inactive
CUST000220,Priya,Patel,priya.patel220@mail.com,9992649957,Delhi,Delhi,Corporate,24-03-2025,Active
CUST000221,Riya,Gupta,riya.gupta221@mail.com,9576954730,Bengaluru,Karnataka,SMB,04-04-2025,Active
CUST000222,Arjun,Singh,arjun.singh222@mail.com,9996696177,Ahmedabad,Gujarat,Corporate,11-01-2025,Inactive
CUST000223,Sanjay,Singh,sanjay.singh223@mail.com,9639991949,Kolkata,West Bengal,Enterprise,14-06-2024,Active
CUST000224,Priya,Singh,priya.singh224@mail.com,9788460744,Hyderabad,Telangana,Enterprise,15-01-2025,Active
CUST000225,Ananya,Singh,ananya.singh225@mail.com,9919390458,Mumbai,Maharashtra,Corporate,06-10-2024,Inactive
